landing_cycles,load_during_landing,taxiing_duration,speed_during_landing,braking_force,tire_pressure,hydraulic_pressure,shock_absorber_failure,tire_wear,brake_degradation,hydraulic_system_failure,RUL,runway_condition_snowy,runway_condition_wet
1,47.92049093756462,17.51835386731086,157.2211569673638,38.17648968069238,38.65710430986495,2992.966972657131,0,0,1,0,498,1,0
1,36.80992362776552,18.8576126543806,143.2918934727554,40.92294361555693,32.74335885085753,3235.253520072932,0,1,1,0,498,0,0
2,59.80932178608262,19.87553571644404,130.1333572685506,33.64702555680334,31.46829410384475,2620.785475297372,0,0,0,1,497,0,0
2,64.54309669352077,16.50484188321206,148.4164934931775,42.21125525844364,33.52971070145903,2960.369595135267,0,1,1,0,497,0,0
2,58.54055451849369,19.13064316911476,98.15130967562499,43.67296896918283,35.8087178568837,2884.927476730648,0,1,1,0,497,0,0
2,38.92736207445853,14.33659110140052,168.889389745678,35.93864805123784,33.14177281759496,2880.176762177922,0,0,1,0,497,0,0
2,48.36754756790718,3.574577526653249,150.7680773641667,36.96729676234553,34.01921950136139,2708.436588836797,0,0,1,1,497,0,1
2,58.40908521169108,7.876270453269099,132.4382548997801,48.9447584162568,35.31998584936625,2928.655382914274,0,1,1,0,497,0,0
2,38.11517795730924,3.898718425801931,139.1433429337007,35.20621119627059,35.57355003783578,2892.864585481031,0,0,1,0,497,0,0
2,36.59165021698921,19.07161425703888,183.7017329867893,39.97649047630728,30.96653566455366,3020.660914649045,0,0,1,0,497,0,0
2,52.04217229530094,16.2485358061127,199.549430809067,47.79023406686323,33.47753266063397,2766.670648274635,0,1,1,1,497,0,0
2,48.42508116225717,8.242262728678831,157.1701603853298,33.10547922897588,36.84603347887905,3128.096500785674,0,0,0,0,497,0,0
2,40.92285707715632,18.29786978703329,159.6447772370273,40.50637946449596,34.62564139600615,3339.516781277579,0,1,1,0,497,0,1
2,66.50129964874411,15.41295258437707,132.0069738177962,43.49445807298766,33.36188099606978,3562.973631135532,0,1,1,0,497,0,0
2,55.45937280254651,11.23444209901344,131.1378931175467,40.77303285215264,36.77536735258015,2905.921609087324,0,1,1,0,497,1,0
2,66.58359732270941,12.1666470351928,165.6528087595188,44.42135277511271,36.69682541820345,3017.607318831266,0,1,1,0,497,1,0
2,61.97184963184339,9.88132777361091,137.7313766561093,44.19931405157573,33.4648076462768,3036.391971453869,0,1,1,0,497,0,0
2,57.7473329806781,8.558242903979792,153.042836385974,37.31719251285789,35.77230173194682,3088.736277827373,0,0,1,0,497,0,0
2,38.38004478102175,8.513942304168634,149.520515108995,32.9841677014981,32.49584162772015,3178.551231774569,0,0,0,0,497,0,0
2,25.2193898250706,12.4230310094229,106.3634125745706,30.21127496495125,35.23516728498857,2932.048722401176,0,0,0,0,497,0,0
3,33.75489605087254,10.34116645576882,168.365081975431,35.27375478026418,38.46477707509216,3151.931943300306,0,0,1,0,496,0,0
3,41.93019645560413,12.41986734139136,111.6469637474746,43.80733572513452,33.89990449100264,2766.398129532889,0,1,1,1,496,0,0
3,39.25854543336081,23.66941569189304,133.3005241292681,36.25692640598659,33.66290156870323,3086.489405392858,0,0,1,0,496,0,1
3,52.66542193614863,9.656365228968369,164.2184635913452,32.11543437236335,37.03622960309676,2945.521792875648,0,0,0,0,496,0,0
3,48.97395921759503,20.14239504595055,124.6018922274017,41.40585851165768,34.42266453479655,3167.922788664784,0,1,1,0,496,0,0
3,76.17908973530685,15.17377239145924,166.3986980164784,50.82883583406583,36.22426982271094,3034.339911766056,1,1,1,0,496,0,0
3,41.96401717033594,20.8438445850556,164.798270952285,37.23124082425804,36.83591593229874,2827.971186031073,0,0,1,0,496,0,0
3,65.87905432318357,15.36870393103272,166.3843679856315,41.84970299966679,35.56322506106515,3180.608851816949,0,1,1,0,496,0,0
3,51.27155787086247,19.1633287894018,184.9511453839347,35.59552766514735,35.82129154319829,2955.495309141947,0,0,1,0,496,0,0
3,50.62264810771253,16.79760531070236,140.1821457609275,42.67450732644991,35.23653734771552,2556.307464254202,0,1,1,1,496,0,0
3,45.32969309334091,10.08483506640123,164.3865473719534,47.74236921607071,36.95158386031904,2950.118536181697,0,1,1,0,496,0,0
3,50.42521864329786,5.407052882203484,142.1186607282881,34.61103770160108,36.93673926698182,2890.555829304059,0,0,0,0,496,0,0
3,50.29391517677711,18.36729437863611,165.2347055712857,40.08496878105602,34.43177794325344,2681.938811650058,0,1,1,1,496,0,1
3,48.25067525758392,16.45302348630896,140.8692847850637,43.17913835837696,35.50824857107926,2891.369470580786,0,1,1,0,496,1,0
3,49.72602536213206,7.684493743751506,168.2991580477526,39.71397606797463,34.82632220219527,3033.71387952803,0,0,1,0,496,0,0
3,54.51716933003097,13.93351712183961,154.7209553974385,43.02182137414607,39.67649127733112,2923.935321126599,0,1,1,0,496,0,0
3,44.77738747887391,22.00388638097826,180.0214232511576,34.62539721826443,34.4150087512447,3265.499940465339,0,0,0,0,496,0,0
3,39.16705165885369,15.53217708215644,133.6439236835567,44.4177272793195,38.62554154119298,2567.404489389125,0,1,1,1,496,0,0
3,32.90574755767722,18.36226387693078,157.9224296040199,44.06166271823445,34.13004648380494,2670.881179678327,0,1,1,1,496,0,0
4,45.48233387343797,13.22838829875451,142.4685024734191,35.95702248334993,34.68309408548786,3681.226816886844,0,0,1,0,495,0,0
4,47.09341337623668,11.14843231054552,136.5107559750153,45.19690828887509,36.60369892046577,2636.19188679529,0,1,1,1,495,0,0
4,42.04310994979964,19.61991339560075,160.590197762166,37.32702345477103,31.53274902224295,3204.227999104507,0,0,1,0,495,0,0
4,50.58118477625871,5.297848872458198,152.4200204758305,33.15707775684923,38.20584159082047,2926.330103284211,0,0,0,0,495,0,0
4,35.42553331394252,12.28958222476061,158.4195233002833,34.8201043993966,35.80858281328545,2947.756667178448,0,0,0,0,495,0,1
4,56.65591302506559,-4.281876646202985,193.3294833521637,46.98087387113196,35.50383381463906,2787.013003654683,0,1,1,1,495,0,0
4,54.67814395152903,11.54332569418612,146.9190562370359,39.81725331841589,34.95730949025329,3295.263543121129,0,0,1,0,495,0,0
4,51.42690516748587,21.63777325354618,128.2497065978966,37.90684572483685,35.06757781173595,3298.62065751362,0,0,1,0,495,0,0
4,54.52998912137797,18.59031021918601,135.0743649787511,34.53297895931712,35.96909468098647,3068.972442316981,0,0,0,0,495,0,0
4,44.00934667167984,17.50668313590431,169.5346664068902,33.24064300606423,37.97170835614618,3233.036577649197,0,0,0,0,495,0,0
4,47.20173722111244,24.48302034286964,157.2875289429763,26.4180475519719,35.53413808742489,3216.943017951914,0,0,0,0,495,0,0
4,43.20010466778061,15.53272338217187,125.5467491313249,39.81931133893914,36.3505571328371,2878.15293692925,0,0,1,0,495,0,0
4,20.96858434528266,20.08143971378318,144.7693616655521,34.44649562697561,34.86709600031739,3258.654589151801,0,0,0,0,495,0,0
4,38.51036580465038,3.084439094570383,137.7964875297049,37.99993555307871,33.62467672707852,3207.941155896682,0,0,1,0,495,0,0
4,36.06194176071585,18.55387012587597,147.5052587351737,40.8414512976358,34.63229227967351,3110.777753001325,0,1,1,0,495,0,1
4,46.44953147830432,11.43611057586203,167.1441050473287,37.97647737563764,35.49139667419441,2763.61538573704,0,0,1,1,495,0,0
4,32.41785260590893,16.61726182130195,146.6930717011162,36.49560661087325,35.33769458571307,3350.954845934982,0,0,1,0,495,0,0
4,48.44275020916117,14.66815080394973,188.041128499914,41.48316374147783,37.04978586883998,3138.164443002059,0,1,1,0,495,0,0
5,33.92856414867695,18.31691524423693,123.5215814599183,38.02425364219893,37.14988913048195,3314.506594215565,0,0,1,0,494,0,0
5,33.24228875187427,10.46635517324953,191.1291752501638,36.85605981853392,34.51601330350256,3226.078027215471,0,0,1,0,494,0,0
5,63.65508290940104,18.03074849879235,167.593062580812,55.13203770686768,35.61156386121834,3095.291251985426,0,1,1,0,494,0,0
5,42.37176409663435,10.76640336036747,143.2149839638266,32.72787479411216,35.51904307324085,3176.669430931634,0,0,0,0,494,0,0
5,50.28755220723758,22.66489123765543,130.870758893729,40.52617334031292,33.97117541617685,3314.316293186877,0,1,1,0,494,1,0
5,60.14155884171979,14.98261395149032,132.2066727699048,32.9490818742445,31.01007886362726,2620.935552967613,0,0,0,1,494,0,0
5,49.79776379425374,22.29489908415919,148.5701955335539,33.26989166347788,36.23745080598445,3040.241160285394,0,0,0,0,494,0,0
5,57.20911248276875,14.32923336503797,132.3886288699006,47.48158987681663,36.76856131585145,3234.880892131877,0,1,1,0,494,0,0
5,34.79118542874087,17.75406417591752,132.9435534790439,35.73876938760122,35.79633397379802,2784.236690938809,0,0,1,1,494,0,1
5,48.47661093129913,18.60305274339467,165.461409140531,38.61554393932846,38.71352024642029,3342.506557496213,0,0,1,0,494,0,0
5,54.09680847686321,23.27256640432517,131.2240240700696,40.83839586651327,34.48261044395156,3428.845301952565,0,1,1,0,494,0,0
5,58.21796177235661,10.95602940791784,157.8788305063808,49.47296509243314,33.79984608945841,3313.87423852042,0,1,1,0,494,0,0
5,54.470466698824,14.44240551747104,140.3845655773983,36.94927768909616,34.59324895684777,2828.921150329352,0,0,1,0,494,0,1
5,51.57169915259596,19.68168690414665,154.9443546568431,28.72103684833429,35.90921833775611,3132.377558147361,0,0,0,0,494,0,0
5,64.64029135561988,10.0467634495397,137.1604665539262,35.1361891097271,34.94360755029765,2916.822522462219,0,0,1,0,494,0,1
5,32.2183507207286,10.31615699663553,178.9370645014363,38.61015575521437,32.63069865032908,3197.112728301834,0,0,1,0,494,0,1
5,47.40155098635927,21.76806054773383,150.7968598854179,46.47844107781489,33.80971815586302,2698.425359480407,0,1,1,1,494,0,1
5,56.21102628591368,15.93307413036785,115.1509552532885,45.33822284828591,37.41531196790019,3184.666418953636,0,1,1,0,494,0,1
5,54.30520305316303,16.24467305930558,149.4640691466056,36.93502705773346,34.56860088130215,3234.867212307539,0,0,1,0,494,0,0
5,38.25612726642046,10.66982777388304,133.204020018008,29.29681575450716,30.51604093255795,3107.035391561391,0,0,0,0,494,0,0
5,35.24814563337802,24.36224330404362,176.5980233931464,43.50279364622904,35.82857792065973,2726.868127062175,0,1,1,1,494,0,0
5,63.36382136995533,12.04177092328777,129.9541662261854,37.60061221915326,31.52418265120316,3204.109492605106,0,0,1,0,494,0,0
5,47.18221228227878,10.50313399329052,197.1907189589259,36.92356383826332,36.25966114982176,3002.482511645764,0,0,1,0,494,0,0
6,50.13738782733657,6.934915932115155,172.8793840280417,40.68819635142395,34.18931381553801,2694.850683385448,0,1,1,1,493,0,0
6,60.37263370303123,16.78502212649781,164.0180071616859,41.3417359707669,38.32263144778123,2728.703700592076,0,1,1,1,493,0,0
6,59.14369320349422,23.59992265164702,134.9238226875648,45.06317141976865,34.37902316550794,2588.015389540519,0,1,1,1,493,0,0
6,62.06962868255169,26.74009254326938,155.1957017593315,45.54413404876826,37.21615648024694,2750.779546485007,0,1,1,1,493,0,0
6,46.33400363713963,6.065162172245138,140.9231069131501,41.79107523359838,34.55382148032059,2893.108293591374,0,1,1,0,493,0,0
6,38.81076508701675,7.029118373661982,166.5997007080848,41.52670778603225,34.26458448260396,3022.404421709235,0,1,1,0,493,0,0
6,34.69154143141304,11.50009549898314,165.4550263055495,31.75362477449352,35.77839854885234,3052.936831126514,0,0,0,0,493,0,0
6,52.08886603953771,14.30064820613643,146.6039940218203,43.61853923813275,34.75218529638936,3107.532542986275,0,1,1,0,493,0,0
6,39.89333593809822,14.41617939346848,170.8825088991274,39.08663573449356,32.76844766399147,3383.027132728632,0,0,1,0,493,0,1
6,61.59463771395654,16.17285009968267,175.1381506130945,37.33106795967622,32.76261530372547,2877.208199423456,0,0,1,0,493,0,0
6,54.68610747563918,15.40952706302037,134.1089096840462,43.72925294049852,35.41420643448149,3196.29549611478,0,1,1,0,493,1,0
6,45.07307046216503,10.04786818980292,136.6669841886144,34.6239912014671,35.12956894093324,3401.543975487969,0,0,0,0,493,0,0
6,48.82082124195602,14.18037011622242,159.0271518682224,42.04067376577891,35.26609129550924,2750.664091442975,0,1,1,1,493,0,0
6,40.0905883381104,4.991372593828567,132.2173725201614,37.70950693368371,34.84684290729719,2874.223168948453,0,0,1,0,493,0,0
6,61.44198244043543,28.23942106778544,167.6006896126419,44.28519305257036,35.69414112571484,2963.5966885516,0,1,1,0,493,0,0
6,64.4557523394148,21.87954209649487,208.7710732502793,48.40177900838987,38.47419664236128,2828.429193250315,0,1,1,0,493,0,0
6,47.06347445118449,16.53513758964682,150.366275630651,37.655396126519,35.00101585951674,3136.252577907183,0,0,1,0,493,0,0
7,45.54829100907983,10.5202649820561,130.5544998426087,37.34539084480187,32.23277906763568,3160.919957822985,0,0,1,0,492,0,0
7,56.14459869527462,13.52617962887234,158.2362828754159,39.74284535637894,35.22263485894182,3259.408228146027,0,0,1,0,492,0,0
7,55.06235704801055,20.1586949025703,162.578269378302,43.79061442691833,38.66850766213616,3050.262816888699,0,1,1,0,492,0,0
7,42.4067962563863,15.46280308585717,147.0288776436675,34.23981400012512,36.07792163524586,3025.694631767821,0,0,0,0,492,0,0
7,36.47123092188446,23.27317374201044,152.1724205866704,39.23668577558206,33.70648728240464,2898.163311327399,0,0,1,0,492,0,0
7,37.14458138835874,17.37020978280829,147.8388495858094,38.26229975295186,37.76574257792714,2935.080023809776,0,0,1,0,492,0,0
7,39.74160836996042,7.951603526701755,107.4762754214292,42.5641525305971,33.55094391664198,2485.432116751987,0,1,1,1,492,0,1
7,74.15624161896442,13.23649602498196,151.6228398542634,39.41462201922769,36.75166792530975,2713.286266805389,1,0,1,1,492,0,1
7,34.4445596643794,20.96303102488658,162.3320326615536,31.94325619819796,39.33590310341564,3081.609078236538,0,0,0,0,492,0,0
7,66.67397293221623,15.57810395210717,124.646271402885,41.39911279635935,32.64961282946649,3024.819903914766,0,1,1,0,492,1,0
7,57.14064922957223,19.84311892852919,115.6987731459058,42.30523895297981,35.44047336947357,3015.991703091317,0,1,1,0,492,0,1
7,44.47729777106004,7.151116576405618,135.8228939615419,51.99718755413167,33.37006407788775,2847.161137340891,0,1,1,0,492,0,1
7,52.97495875732054,21.50564926089286,198.5018284309512,41.4470136765727,33.66241672944203,3292.007477579429,0,1,1,0,492,0,0
7,63.60758424122429,14.05009288251461,146.005013431638,39.30753880573862,34.90609769778441,2960.578952858347,0,0,1,0,492,0,0
7,20.25343460756838,19.2845263525255,144.2102951615001,32.94790894169302,33.45570021312779,3239.15789816542,0,0,0,0,492,0,0
7,46.18624768918657,11.83501483851854,168.9266281030821,36.00081907081773,32.75152665796278,3420.320599722824,0,0,1,0,492,0,0
7,61.41515935581039,16.67710660240185,163.368632449999,45.95725783680937,34.63690076591815,2926.119784396787,0,1,1,0,492,0,0
7,61.48426194472947,14.57411953864499,146.3201620017325,47.53519996429083,30.92148420236915,3247.62664700297,0,1,1,0,492,0,0
7,49.3466576607689,12.72549665947433,172.3473724945067,38.9884496300957,37.15000362919424,3065.26637198169,0,0,1,0,492,0,0
7,54.01963928566554,15.52002711574285,121.2959755442056,38.29234735212475,37.60524920755947,2699.629404131706,0,0,1,1,492,1,0
7,40.72735042031585,20.63228878564579,170.3515311509046,42.84052764627653,34.81086652207213,3434.234562252901,0,1,1,0,492,0,1
8,49.11699576828357,17.46558763608002,138.1671422359018,39.95939602457126,34.04293856399467,3184.650361066989,0,0,1,0,491,0,0
8,44.39845543165388,14.07131618290751,162.6843383096766,29.7188355820359,33.87113771420172,3191.79023733641,0,0,0,0,491,0,0
8,51.87525000430799,13.81739742297132,156.8204232509088,37.79355776464079,35.22232750674232,3189.245954541243,0,0,1,0,491,0,0
8,35.21213004976158,8.375693480748804,158.8496924386855,41.27237444673754,35.24114321753624,2725.274411996729,0,1,1,1,491,0,0
8,33.57743066042481,17.40747660283562,122.1972404996504,41.09061224850334,35.62069543340682,3160.547884507055,0,1,1,0,491,0,0
8,55.17126779731051,16.63281507931528,154.1568481454233,44.99874429739664,35.02024074468633,2776.580919500057,0,1,1,1,491,0,1
8,41.9939354021835,24.55217816066707,162.2156168385241,36.25438778156823,32.87210907951722,2891.152252464481,0,0,1,0,491,0,0
8,43.73330895926859,13.35723374104851,144.3952148015528,35.48083087279471,35.3266498646169,2810.20485616562,0,0,1,0,491,0,0
8,33.00561074576569,14.31354466044817,158.1093925822364,37.22665440780891,33.50385412044987,3006.681955818074,0,0,1,0,491,0,0
8,46.56240317977296,14.28288391770536,153.8174705749396,43.88296955301042,37.01956494475251,3099.786986912849,0,1,1,0,491,0,1
8,52.72798792506268,24.31447776556924,117.0968569585144,46.09987517448996,35.24763438714736,3008.3242541598,0,1,1,0,491,1,0
8,69.28040191770849,9.28164349230471,182.4793009573805,44.81634493200617,34.67301124974594,3300.934258836245,0,1,1,0,491,0,1
8,39.44402734474475,9.120100981164454,147.9139037742255,39.55415655185384,31.88354984873308,3132.663283928135,0,0,1,0,491,0,0
8,46.8493309387279,9.808111786497244,172.4525261676559,24.38310009739042,35.93946664809005,3042.961871043624,0,0,0,0,491,0,1
8,56.36022096842291,15.56580005696392,149.1933455515987,29.72833720009577,32.35406821109372,3198.413510284236,0,0,0,0,491,0,0
8,53.82962307498731,13.49922199888617,129.0265446586642,35.09790701851193,37.42378427224076,2694.251615151956,0,0,1,1,491,0,0
8,58.07171259533949,20.14879082154516,176.6424641835133,41.07627809201039,34.85606861823913,3589.968127450493,0,1,1,0,491,1,0
8,60.89585967891193,13.83522493275733,143.1997028034903,42.79147081741873,37.23622731707533,3033.555496965851,0,1,1,0,491,0,0
8,45.27209082454819,10.33956793221321,139.9746680535283,39.03998726421182,32.13515759641649,2738.500763769166,0,0,1,1,491,0,0
8,49.9244645354656,14.6075518781183,159.8177563150804,45.70639516079685,35.65396290699591,3544.346411842018,0,1,1,0,491,0,0
8,43.43936346531486,17.303944241307,163.8940083040448,42.47021687686418,33.17698481665903,3038.381185230529,0,1,1,0,491,0,0
8,66.55720450373765,13.4717495245546,159.21802726985,38.63681436966426,33.53537844243552,2662.321382716303,0,0,1,1,491,1,0
8,36.80318495267313,18.0079002270109,176.0268004838862,31.46797388861838,32.92936320132473,2954.133027939884,0,0,0,0,491,0,0
8,46.9399742435056,6.095591799598493,108.1711940575551,44.53706579123242,38.29921753605716,3149.351637978386,0,1,1,0,491,0,1
8,62.20250552671205,18.44691271487813,178.1921710753765,49.407455348738,35.16439740918698,3028.161516397628,0,1,1,0,491,1,0
8,38.46898694985144,15.72879319663829,147.7665243508936,31.09100619297669,34.33414272984196,3305.87224317589,0,0,0,0,491,0,0
8,58.20125664105244,14.209053100889,163.4827675190262,40.87626405809801,31.84892622693631,2928.056561026775,0,1,1,0,491,1,0
9,46.21875466203809,13.74786391281619,166.3655314805117,43.25789549200358,33.20063456535323,3027.310566040186,0,1,1,0,490,0,0
9,37.17920812730386,19.5361733002881,149.4829268952599,35.42749007999023,34.12455174034846,2803.010023209701,0,0,1,0,490,0,0
9,54.83873218164743,14.89318813779261,152.1869703811079,38.38723924147048,35.50820191540421,2784.818127298799,0,0,1,1,490,0,1
9,45.942940534251,20.82662799611641,154.7298578624753,43.91743153806885,32.22376466662772,2752.904090090519,0,1,1,1,490,0,0
9,52.48756050937543,7.558708935884837,136.0699044554993,33.18381427763641,37.75156276487463,2832.223963064812,0,0,0,0,490,0,0
9,51.07969915016471,19.79937730642445,163.915494434915,23.24636726419975,36.40159650131994,3157.14170445027,0,0,0,0,490,0,0
9,64.36673001401147,18.79885429562923,163.8687387762044,49.01128965149976,34.54162639810053,2835.95674172278,0,1,1,0,490,0,0
9,37.59350916979373,12.83143546654489,125.1996838146299,41.49090737892239,33.60104668928885,2799.004808633706,0,1,1,1,490,0,0
9,55.06801574483114,14.05509377743688,140.1547494416359,34.34639673503772,32.91907283694843,3138.829365812244,0,0,0,0,490,0,0
9,39.77813698721442,24.95073886909138,140.2171229017083,50.26107305662342,32.43322682934928,3172.185693929458,0,1,1,0,490,0,0
9,58.10996952905636,20.09312255016906,165.5143007199789,37.3700239198366,38.66171671454752,2877.518159181599,0,0,1,0,490,0,0
9,40.03945417881913,10.48880898642617,160.6248143961441,38.23879745455328,38.33771632005349,2896.035432375141,0,0,1,0,490,0,1
9,64.1099578954071,24.08655409862804,160.32068622623,37.00665580772121,34.94440118470207,2934.9051956872,0,0,1,0,490,1,0
9,67.65636293845563,16.81148401823277,146.5394843794128,49.81365023438572,37.08616184506931,3252.028492853424,0,1,1,0,490,0,0
9,74.39075786700758,17.20619911085135,169.0029897741924,46.79614097931861,32.31138635855551,3125.935024823717,1,1,1,0,490,0,0
9,64.6391438521145,19.98231307706492,199.2366855743853,40.71457529017892,37.36118654582873,2749.948265386958,0,1,1,1,490,0,1
10,45.27413951873473,13.2620618852759,171.577159373035,48.02083613610348,38.60573998410785,3058.386228234701,0,1,1,0,489,0,0
10,45.93810938914664,14.34993013372434,136.4818363323444,36.82471169426181,36.84741498871226,2631.681370918218,0,0,1,1,489,1,0
10,51.20590177234679,14.7519774442061,156.5370664806522,34.8282068490341,32.31963581161336,2954.30265297693,0,0,0,0,489,0,0
10,44.13284656996704,8.32154239153462,136.435862397436,34.92409720464074,36.10296715862972,2804.934898283898,0,0,0,0,489,0,0
10,42.96889166046685,22.74458976709101,143.4283037394358,34.9788322389243,38.73259814954025,3016.493795523231,0,0,0,0,489,0,0
10,68.44861406623494,17.27522547121111,155.741668294003,42.7993751767229,34.86224053469313,2829.033000627549,0,1,1,0,489,0,0
10,65.91673858801808,15.89833019435794,168.8427732304102,52.53939497507117,36.71071022572871,2976.482476713334,0,1,1,0,489,0,0
10,52.17707418460958,16.72066852414033,138.7752885120054,41.69581128505375,35.35206219899501,3211.159492368242,0,1,1,0,489,0,0
10,42.42557570452783,19.09454153173642,141.5484564222089,37.91230944583982,34.37928513157615,2881.587390586365,0,0,1,0,489,0,0
10,60.34311737670771,24.43583030835624,155.0824268703608,41.77505271688096,35.50644511407515,2987.340876421238,0,1,1,0,489,0,0
10,45.73468312903957,14.96035706273315,174.822544953432,36.65879821203804,36.22276617554778,3147.083474780234,0,0,1,0,489,0,0
10,43.50828273396758,20.3171786093373,172.5699500254465,34.16415724409973,33.91130856717272,3047.483112866797,0,0,0,0,489,0,1
10,55.53274042133176,20.99768919323954,149.0122163100895,48.36946298083688,34.96798921195467,3348.428706050648,0,1,1,0,489,0,0
10,60.0678426667543,19.65734759776995,143.435842089611,38.71388981724355,33.95308752582621,2787.33251595569,0,0,1,1,489,0,1
10,50.62106918283169,0.9084785689891071,115.1833700765081,35.10115726553203,34.50457488940016,3129.096536108204,0,0,1,0,489,0,0
10,51.23385125156181,14.28755574136721,159.8987416082431,37.73062625141155,35.51426115484476,2967.874135893227,0,0,1,0,489,0,0
10,59.27657509735199,9.709691413547413,132.6856936845949,35.92525188343389,39.00431083301945,3186.009068780275,0,0,1,0,489,0,1
10,46.69572301199284,8.111871719682197,155.1597733496285,44.99069865408351,35.29888709955039,3119.362200927428,0,1,1,0,489,0,1
10,58.31898069234381,13.81591078481571,149.6854784250963,40.87016179420228,34.00057360916855,2997.438086194474,0,1,1,0,489,1,0
10,51.18999082259871,12.6090665138315,121.2417022604384,48.27001713253954,35.67969896677634,2969.458811076125,0,1,1,0,489,1,0
11,80.55246289935099,7.934110790670995,134.8070748899127,51.77974903737467,36.93141789664818,2778.669966132469,1,1,1,1,488,0,1
11,57.55890420275892,12.06692132220124,121.2973019253615,35.84492710255367,34.226910502856,2896.552149885512,0,0,1,0,488,0,0
11,61.91316957768537,17.40535184755386,170.0619899638568,40.59172089034669,36.26588331260071,3041.206159671915,0,1,1,0,488,0,0
11,52.55427217405759,15.05666189183867,171.3842039708526,30.40504563498391,38.54354468520259,2982.742526216317,0,0,0,0,488,0,0
11,64.05148544195343,19.56944870762976,149.1907522767037,37.85457002381089,31.26366142422922,2982.42690648017,0,0,1,0,488,0,0
11,58.01618575121388,22.32689713749259,157.9185961686954,36.29573221206941,31.97448836983751,2867.010498421028,0,0,1,0,488,1,0
11,43.08779640187117,12.9875815858806,165.9247330318044,45.03344540926645,36.92353236382576,2779.446460112521,0,1,1,1,488,0,0
11,61.7542472359758,9.084846673410748,140.6468470382415,33.7533943359802,33.55165886971162,3005.003401102589,0,0,0,0,488,0,0
11,42.68550485870992,12.14130708887405,161.0340652243413,47.94332896134733,37.00174707119534,3377.619316221974,0,1,1,0,488,0,0
11,46.05366257710766,16.26115739959649,184.4291445288067,43.68564237712153,35.79218256996483,3077.340322232852,0,1,1,0,488,0,1
11,39.58773342492856,18.79956421588242,133.8720262986644,37.00273398964733,31.29893280181737,3406.417183342175,0,0,1,0,488,0,0
11,59.03262495955031,14.03111839892151,134.934662595079,36.92040441637339,33.34176943574332,2832.809151989824,0,0,1,0,488,0,0
